feature	Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae	Bacteria.Actinobacteria.Actinobacteria.Corynebacteriales.Segniliparaceae	Bacteria.Actinobacteria.Actinobacteria.Micrococcales.Cellulomonadaceae	Bacteria.Actinobacteria.Actinobacteria.Propionibacteriales.Propionibacteriaceae	Bacteria.Actinobacteria.Actinobacteria.Streptomycetales.Streptomycetaceae	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Atopobiaceae	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae	Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales.Eggerthellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Barnesiellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Muribaculaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Prevotellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Tannerellaceae	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.missing	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned	Bacteria.Candidatus.Melainabacteria.unassigned.Vampirovibrionales.unassigned	Bacteria.Cyanobacteria.Gloeobacteria.Gloeobacterales.Gloeobacteraceae	Bacteria.Cyanobacteria.unassigned.Oscillatoriales.Oscillatoriaceae	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae	Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Listeriaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Staphylococcaceae	Bacteria.Firmicutes.Bacilli.Bacillales.Thermoactinomycetaceae	Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae	Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae	Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Caldicoprobacteraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Catabacteriaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XII..Incertae.Sedis	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis	Bacteria.Firmicutes.Clostridia.Clostridiales.Defluviitaleaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.Vallitaleaceae	Bacteria.Firmicutes.Clostridia.Clostridiales.missing	Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned	Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacterales.Family.IV..Incertae.Sedis	Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae	Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae	Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae	Bacteria.Firmicutes.Negativicutes.Selenomonadales.Sporomusaceae	Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae	Bacteria.Firmicutes.Tissierellia.Tissierellales.Gottschalkiaceae	Bacteria.Firmicutes.unassigned.unassigned.unassigned	Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.Victivallaceae	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.unassigned	Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales.Kiloniellaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Aurantimonadaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Cohaesibacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Methylocystaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Acetobacteraceae	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae	Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales.Sneathiellaceae	Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae	Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae	Bacteria.Proteobacteria.Deltaproteobacteria.Bradymonadales.unassigned	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales.Desulfobacteraceae	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae	Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae	Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae	Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae	Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae	Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae	Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae	Bacteria.Tenericutes.Mollicutes.Acholeplasmatales.Acholeplasmataceae	Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales.Anaeroplasmataceae	Bacteria.Tenericutes.Mollicutes.Mycoplasmatales.Mycoplasmataceae	Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae
PRMT_FM1_FR_MONT_20240807_bc25_D6323	0.0060093800864192	4.93368928616539e-05	0	0	0	0	0.00366808975934634	0.00116637923346487	0.0133943672375399	0.000627175451306928	0	0.00217675109297311	2.84040420701914e-05	0.000175956400814675	0.00259528650256855	0.00456410162493567	0.026683733017478	0	0.00211981831357595	0	0	0	0.000832608045068255	0.000340558255276165	4.26319327640594e-05	0	0.000310750051447011	0.000999234801189119	0.000424882089132567	0.00243082097364127	0.00207368954809711	4.27696869493234e-05	0.00105824444443687	0.0116658736512882	0.0125733388743892	0	0.00219291425790604	0	0.0190355778568168	5.93327090453195e-05	0.0111529885750833	0.493993160338686	0.0218037580098507	0.000503758836130672	0.00589877560331471	0.29650966542299	0.000309288225774512	0.0152292196612925	0.00835639751577128	5.53726978846247e-05	0.00287124095380411	0.00505791963575883	0.0115984232995059	0	0.00252397555942152	6.32274289042831e-05	7.09501686816525e-05	0.000153252350011545	3.65773146743274e-05	0.000315335486953081	6.05633356178726e-05	0.000228723811319326	0	0	0	7.37881680831662e-05	0	0	0.000196011958530111	0	0.000133386303842647	0.00117493467677388	0	0	0.000309342704656351	0	0	0.000936635448551459	0	0	0.000234984996062074	0.000237938828680191	0	0	0.00256839585058713
PRMT_FM2_FR_MONT_20240807_bc26_D6323	0.00552105687373658	0	0	0	0	0	0.0038360038896698	0.00128063860517049	0.0126155664041261	0.000637681672851589	0	0.0021477051762837	0	0.00010628029972172	0.00237580229249999	0.00455770804127594	0.0260385963149405	0	0.00221488221834378	0	0	0	0.00048933353999652	0.000174919625612612	0	0	0.00021474010236699	0.00104453052681364	0.000254649435092389	0.00222205476791134	0.00175202919841587	3.42962672746145e-05	0.000980316135217069	0.011211348044128	0.0122730427876008	0	0.00228764339345739	0	0.0203720705684785	6.11652721367236e-05	0.0118219198922562	0.498278679751135	0.021259641491115	0.000548748145044505	0.00579364098872079	0.295221098915879	0.000325448253452894	0.0150788988828024	0.0082292023031749	4.51802253714886e-05	0.00272641904142105	0.00488884700684767	0.0118553656155304	0	0.00203260774673291	3.54768781338035e-05	4.84816594196067e-05	6.42110017801947e-05	4.88108854807463e-05	0.000230174846391824	6.38989381824292e-05	0.000193928234471146	0	0	0	7.08541976778438e-05	0	0	0.000185006641461385	0	0.000159420418211684	0.00133292754333641	0	7.07085268584918e-05	0.000362125434536613	0	0	0.00151671624737937	0	0	0.000163375486302591	0.000216297247598191	0	6.0875724203841e-05	0.00236695037596649
PRMT_FM3_FR_MONT_20240807_bc27_D6323	0.00561079375074506	0	0	0	0	0	0.00242404391735362	0.00112785493330866	0.0130037658262561	0.000587858567001897	0	0.00201600354784731	0	0.00026626813583225	0.00284940756185922	0.00437744550757715	0.0250032392081178	0	0.0021748893343701	0	0	0	0.000823538603496311	0.00027318059691467	0	0	0.000387174422652043	0.000948927712349814	0.000432859493977939	0.00243657128062745	0.00215025392855543	6.34489258277305e-05	0.00123143347019319	0.0114579478991149	0.0121886628254152	0	0.00215456051099902	0	0.0195142427574694	7.31809000514166e-05	0.0113386221822484	0.492506944029589	0.0220881514509317	0.000616657135983522	0.00632070877144185	0.30117287946032	0.000286846010920483	0.0153764564092398	0.0078853012644758	5.71524998856922e-05	0.00250451762446839	0.00552642483320256	0.0115214551758905	0	0.00269729476991631	0	8.23676539034188e-05	8.9907533866261e-05	4.95588406810873e-05	0.000285865420281502	0	0.000236926620799795	0	0	0	6.91596414355896e-05	0	0	0.000233358940962182	0	0.000169441121517184	0.00116188197611784	5.6173960023314e-05	0	0.000269722601598783	0	0	0.000950954191494646	0	0	0.000194543867711088	0.000186731031876081	0	0	0.00248644136130405
PRMT_FO1_FR_ONT_20240807_bc10_D6323	0.00010266906919936	0	0	0	3.97264402818383e-05	0	0.000302634692556811	0.000632308452153286	0.00736343264248272	0.000353492024973644	0	0.00244966843334003	1.91175413696589e-05	4.77704572269088e-05	0.00140642071656649	0.00233880845852415	0.013357797731232	0	0.00245452875614931	2.70936974316398e-05	0	0	0.000241159113345046	0.000124203188805681	4.89979557808094e-05	0	0.000175722729314971	0.0011356882359299	0.000116559910265509	0.00227354200022035	0.00152036610162129	4.22663047499158e-05	0.00141197100916247	0.0127433737817541	0.0133777965093285	0	0.00204713800793688	0	0.0209322853334243	6.8768378882193e-05	0.0113640409775731	0.476410657195948	0.0238117066675552	0.000656779168454122	0.00639654835416592	0.33753679129706	0.000304689483545278	0.0181122419616402	0.0080219500489361	9.06524933230421e-05	0.00411772308872872	0.00567845874624397	0.0149402080740728	4.089889367714e-05	0.00171595174624368	6.68010558720737e-05	6.49679818443958e-05	4.01281580537094e-05	4.50879215024739e-05	0.000180388636578759	4.51218780056979e-05	0.000109734333960359	0	0	0	4.58596389318763e-05	0	0	0.000171893715422748	0	0.000120381552195913	0.000455462365285041	4.66197418257307e-05	0.00010376007984362	7.26110949753124e-05	0	0	0.000716727295466822	5.92353786345105e-05	0	0.000143370997575054	0.000354576501791784	0	6.50901662778955e-05	0.000737575634778792
PRMT_FO2_FR_ONT_20240807_bc11_D6323	8.16159133193763e-05	0	0	0	0	0	0.000278497747554418	0.000585493131177674	0.00735739706513346	0.000291857907572309	0	0.00228373721445259	0	7.72023031042358e-05	0.00127526302930345	0.0021974636969606	0.0135182773092244	0	0.00246133459264163	1.99733247883606e-05	2.00150396501984e-05	0	0.00031598937426863	0.000128331608577805	4.23735567122304e-05	0	0.000199796184795027	0.000956390937607351	0.000144780510368459	0.00222059846796111	0.00158697955702069	3.60913621237598e-05	0.00129058244607815	0.0123338259696597	0.0130487293386459	2.35121332241011e-05	0.00189223360086073	0	0.0214447855377134	6.81085554637063e-05	0.0111660463771524	0.475468038858936	0.0234052094157252	0.000645881091037851	0.00640782751743505	0.339426940824113	0.000299984223619138	0.0182492861852225	0.00806854001993788	6.79489407017553e-05	0.00401001326787469	0.00556467542387877	0.015229163457596	3.45445931650953e-05	0.00192722188333904	8.2952730644854e-05	7.4283374506096e-05	4.57495128391719e-05	3.31566119762997e-05	0.000187012918562215	3.78411158152097e-05	0.000143381436373118	0	0	0	5.57572236041344e-05	4.71732497186383e-05	0	0.00010185848859875	0	9.14990256783439e-05	0.000490377590681769	4.45895030881059e-05	6.51264144660081e-05	7.29132860874302e-05	0	0	0.000804909267327172	6.71945969825338e-05	0	0.000175011972645485	0.0003316748393782	0	0.000114357297809572	0.000780620047519322
PRMT_FO3_FR_ONT_20240807_bc12_D6323	8.540439459855e-05	0	0	0	0	0	0.000237556610203188	0.000518515128523282	0.00681428714237547	0.000278187699864615	0	0.0023394500003302	0	0.000103329025333226	0.00122004654115901	0.00204039469417939	0.012539381778744	0	0.00233881386135194	2.57911539970099e-05	2.11952379340595e-05	0	0.000411988488503346	0.000151016594272527	4.57438459915475e-05	0	0.000211223876211209	0.000936393369372861	0.000199644296386156	0.00235536410226657	0.00170746201897755	3.8773791285174e-05	0.00127667893005643	0.012545719821346	0.013285583448382	2.95399814360574e-05	0.00184501131327214	1.72594137828248e-05	0.0204145923517094	8.74100897035594e-05	0.0111384352455795	0.477079410518234	0.0231231799321787	0.000661203797332234	0.00646717717997942	0.337925183708996	0.000330765471975795	0.0193887964555318	0.00781786957554373	6.57525762154014e-05	0.00375219974113581	0.00599926460850169	0.0163124926986163	3.67987173854836e-05	0.00200075169323779	6.02942008808927e-05	6.3536584700367e-05	5.69622433056116e-05	4.18682676822388e-05	0.000199227738867094	5.74250068941506e-05	0.000164888747282911	0	0	0	4.37152099787252e-05	4.13775013819601e-05	0	7.27833909438621e-05	0	0.000116712186080593	0.000504711969796405	3.79045189043065e-05	8.12996763978634e-05	7.02092921965681e-05	0	0	0.000846470784681774	7.4183386630564e-05	0	0.000177847182544424	0.000298041392701615	0	8.46281731547286e-05	0.000684871623000397
PRMT_FP1_FR_PB_20240807_bc40_D6323	0.00726877631234271	0	0	0	0	0	0.00233380040834405	0.00148433368797287	0.0161162602941791	0.000684591640154102	0	0.0022633010737937	0	0.00025270161213742	0.00327211155562952	0.00509445614509344	0.0296384346637493	0	0.00207520101503072	0	0	0	0.00100210508516342	0.000331757287928335	0	0	0.000445951920958187	0.00100590271082488	0.00057468019733749	0.00277569129815464	0.00219633435311096	0	0.00100468690494566	0.0107984268351657	0.0134834121009784	0	0.00225654122113812	0	0.018833816006809	6.3338211818591e-05	0.0108942549477921	0.497647267166611	0.0199889145630444	0.000509998974713492	0.00679531272347464	0.281609503367266	0.000292488951106723	0.014707678242606	0.0080086939040747	0	0.00656573278714805	0.00517047156876664	0.0127599074577699	0	0.00270113800543366	9.52225862379715e-05	0	8.72969205565634e-05	0	0.000202161289709936	0	0.000137837242984047	0	0	0	0	0	0	0	0	0.000124053518685643	0.00216404471484954	0	6.618760540075e-05	0.000294052785032635	0	0	0.00119515976281978	0	0	9.65334103080297e-05	0.000419484498335962	0	0	0.00220999046251089
PRMT_FP2_FR_PB_20240807_bc41_D6323	0.00793284457198743	0	0	0	0	0	0.00263214443220455	0.00164007200431169	0.0159387289829955	0.000728241985768343	0	0.00236559650127635	0	8.09157761964826e-05	0.00309859825317119	0.00533163289834898	0.0300774077876307	0	0.00202305586220254	0	0	0	0.000252100653743141	0.000138032445580821	0	0	0.000229973360515116	0.00101673929100159	0.00011423403698327	0.0022663474234282	0.00133282319144459	0	0.0010189081158758	0.0101465288817882	0.0129985193412774	0	0.00190113741629839	0	0.0199655069669101	7.19668095520914e-05	0.011107465448541	0.512564230743629	0.0197076318109749	0.000596225061189919	0.00602060149654707	0.272929808340878	0.000292143239344997	0.0144303490313888	0.00799860236306828	0	0.00721790396753063	0.00456367575467379	0.0124627735491646	0	0.00135184652756971	0	0	0	0	0.000271305837835265	0	0.000147552297770057	0	0	0	0	0	0	0	0	0.000133273043147148	0.00164687403317547	0	0	0.000352221614031748	0	0	0.00038556280032117	0	0	0.000176103324242271	0.000442651859636473	0	0	0.00189914086484686
PRMT_FP3_FR_PB_20240807_bc42_D6323	0.00621479292405188	0	0	0	0	0	0.00222483471755331	0.00126146931124838	0.013178405128519	0.0006213109661387	0	0.00224311532608435	0	0.000292381599726211	0.00264057160608885	0.00460157893273798	0.0256433695931864	0	0.00212889845441652	0	0	0	0.0008543025702785	0.000310678854301032	0	0	0.000338066283554561	0.00109922778412086	0.000434009612786533	0.00273847936307688	0.00208778885879083	0	0.00097503692994652	0.0107732559445066	0.012332894606673	0	0.00212531179885805	0	0.0196780775714277	0.000113629139432733	0.012042100715954	0.508932481788222	0.0204734002848244	0.000424881169809752	0.00683390823336544	0.281279875618551	0.000270865660429387	0.0151665115388621	0.00739239298694614	0	0.00505306371731112	0.00514141706852636	0.0137881396176379	0	0.00264227565387384	0	7.30954077827365e-05	7.76638707673191e-05	5.65883269547601e-05	0.000185540211319823	0	0.000150759278548325	0	0	0	0	0	0	0	0	0.000132485426603074	0.00151672971145588	0	0	0.000228423149315644	0	0	0.000918273526215823	0	0	0.000170038878628329	0.000269098919166012	0	0	0.00186850136142341
PRMT_CO1_canis_ONT_20240807_bc01	0.000129480960105336	0	0	3.05516036934351e-05	0	0	0.00116095724292635	0.0001638713899617	0.00290003048444004	0	0	0	0	0.000431984079100986	0	0.000456069579412845	0.000412046774277335	0.00287524951150905	0.0001110967407034	0	0	7.49902999747953e-05	0.000408288874700622	0.000133316085278042	0	0	0.000202751559233058	0.00106450630498243	0.0149410601041961	0.0633672063828274	0.203173278593887	0	0	0.000322180889804006	0.00979612244203422	0	0.030011249883623	0	4.72161147989452e-05	0	0.00153520541979039	0.280443419485315	0.00158142734457625	0.0037189629671744	0.217679369964732	0.0567084421305051	0	0.000236964666915026	0.000794311504245113	0	0.0135400000624142	0.0242102240715503	0.0414742763104504	0	0.00168811671673996	0	0	0.0155543324854289	0	0	0	9.71657124334255e-05	0	0	0	0	0	5.27708983874235e-05	0.000183353557843741	0	0	0.00379686371489301	0	0	0	0.000186249886810717	0.0015664640436192	0.00242472488125128	0	0	0	0	0.000313848273454531	0	0
