Row.names	sample	platform	primer	sample_name	sample_nr	GS_name	source	barcode	name	workflow	db	Vregion	method	path	file.names	rep	filename	bamfile	project	mapq.filt	sample_ID	group	GS_version	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	1	PRMT_GM1_GMS_MONT_20240807_bc22	NA	NA	NA	NA	6	D6331	1e-04	45.4921018960424	True_positives	0	0.01%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	1	PRMT_GM1_GMS_MONT_20240807_bc22	NA	NA	NA	NA	6	D6331	0.001	454.921018960424	True_positives	0	0.1%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	1	PRMT_GM1_GMS_MONT_20240807_bc22	NA	NA	NA	NA	6	D6331	0.01	4549.21018960424	True_positives	0	1%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	2	PRMT_GM2_GMS_MONT_20240807_bc23	NA	NA	NA	NA	6	D6331	1e-04	45.7915837938846	True_positives	0	0.01%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	2	PRMT_GM2_GMS_MONT_20240807_bc23	NA	NA	NA	NA	6	D6331	0.001	457.915837938846	True_positives	0	0.1%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	2	PRMT_GM2_GMS_MONT_20240807_bc23	NA	NA	NA	NA	6	D6331	0.01	4579.15837938846	True_positives	0	1%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	3	PRMT_GM3_GMS_MONT_20240807_bc24	NA	NA	NA	NA	6	D6331	1e-04	5.80435437152316	True_positives	0	0.01%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	3	PRMT_GM3_GMS_MONT_20240807_bc24	NA	NA	NA	NA	6	D6331	0.001	58.0435437152316	True_positives	0	0.1%	Species
GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	3	PRMT_GM3_GMS_MONT_20240807_bc24	NA	NA	NA	NA	6	D6331	0.01	580.435437152316	True_positives	0	1%	Species
GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GM1_GMS_MONT_20240807_bc22_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GM1_GMS_MONT_20240807_bc22	21	D6331	1e-04	25.5182	True_positives	0	0.01%	Species
