# for formatting consistency
#OTU ID	DNA.profile
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	199.371
ANAEROFRUCAT-PWY: homolactic fermentation	90.2833
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	283.067
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	18.1764
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	64.6516
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	79.9899
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	35.4703
ARO-PWY: chorismate biosynthesis I	330.284
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	87.1889
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	238.212
CALVIN-PWY: Calvin-Benson-Bassham cycle	265.299
CITRULBIO-PWY: L-citrulline biosynthesis	15.5273
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	282.72
COA-PWY: coenzyme A biosynthesis I	115.013
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	133.062
COLANSYN-PWY: colanic acid building blocks biosynthesis	27.8586
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	315.223
DAPLYSINESYN-PWY: L-lysine biosynthesis I	46.887
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	50.5528
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	303.22
FAO-PWY: fatty acid &beta;-oxidation I	9.903
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	42.1708
FUCCAT-PWY: fucose degradation	33.69
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	87.694
GALACTUROCAT-PWY: D-galacturonate degradation I	96.0886
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	120.942
GLUCONEO-PWY: gluconeogenesis I	17.1393
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	84.3376
GLUDEG-I-PWY: GABA shunt	43.3218
GLUTORN-PWY: L-ornithine biosynthesis	21.0363
