 43.13	186098	186098	U	0	unclassified
 56.87	245356	14	R	1	root
 56.86	245319	101	R1	131567	  cellular organisms
 56.78	244987	2124	D	2	    Bacteria
 42.25	182285	578	D1	1783272	      Terrabacteria group
 38.58	166434	1564	P	1239	        Bacillota
 36.10	155762	44	C	186801	          Clostridia
 36.07	155620	2453	O	186802	            Eubacteriales
 30.79	132841	3039	F	186803	              Lachnospiraceae
 17.10	73770	137	G	2316020	                Mediterraneibacter
 16.73	72164	72117	S	33038	                  Mediterraneibacter gnavus
  0.01	47	47	S1	411470	                    Mediterraneibacter gnavus ATCC 29149
  0.24	1023	575	S	33039	                  [Ruminococcus] torques
  0.10	448	448	S1	657313	                    [Ruminococcus] torques L2-14
  0.10	446	0	S	46228	                  [Ruminococcus] lactaris
  0.10	446	446	S1	471875	                    [Ruminococcus] lactaris ATCC 29176
 10.75	46364	2144	G	572511	                Blautia
  8.42	36331	0	S	1322	                  Blautia hansenii
  8.42	36331	36331	S1	537007	                    Blautia hansenii DSM 20583
  0.78	3352	3352	S	1912897	                  Blautia argi
  0.24	1040	57	S	40520	                  Blautia obeum
  0.12	503	503	S1	411459	                    Blautia obeum ATCC 29174
  0.11	480	480	S1	657314	                    Blautia obeum A2-162
  0.19	823	823	S	89014	                  Blautia luti
  0.17	724	0	S	418240	                  Blautia wexlerae
  0.17	724	724	S1	1121115	                    Blautia wexlerae DSM 19850
  0.15	637	637	S	2877527	                  Blautia parvula
  0.10	434	434	S	1796616	                  Blautia pseudococcoides
  0.08	330	330	S	33035	                  Blautia producta
  0.04	192	0	S	53443	                  Blautia hydrogenotrophica
  0.04	192	192	S1	476272	                    Blautia hydrogenotrophica DSM 10507
  0.04	172	0	G1	2648079	                  unclassified Blautia
  0.04	172	172	S	2479767	                    Blautia sp. SC05B48
  0.02	103	103	S	2779518	                  Blautia liquoris
  0.02	81	81	S	1532	                  Blautia coccoides
  0.00	1	1	S	1737424	                  Blautia massiliensis (ex Durand et al. 2017)
  0.37	1579	128	G	841	                Roseburia
  0.18	781	339	S	166486	                  Roseburia intestinalis
  0.09	386	386	S1	718255	                    Roseburia intestinalis XB6B4
  0.01	55	55	S1	657315	                    Roseburia intestinalis M50/1
  0.00	1	1	S1	536231	                    Roseburia intestinalis L1-82
  0.12	505	505	S	301301	                  Roseburia hominis
  0.04	165	165	S	2763062	                  Roseburia rectibacter
  0.30	1276	15	G	1506553	                Lachnoclostridium
  0.20	880	880	S	29347	                  [Clostridium] scindens
  0.04	174	150	S	89153	                  [Clostridium] hylemonae
  0.01	24	24	S1	553973	                    [Clostridium] hylemonae DSM 15053
  0.04	154	154	S	1871021	                  Lachnoclostridium phocaeense
  0.01	53	0	S	66219	                  Lachnoclostridium phytofermentans
  0.01	53	53	S1	357809	                    Lachnoclostridium phytofermentans ISDg
  0.22	931	11	G	189330	                Dorea
  0.15	649	649	S	88431	                  Dorea longicatena
  0.06	271	271	S	39486	                  Dorea formicigenerans
  0.18	771	103	G	2719313	                Enterocloster
  0.08	325	325	S	208479	                  Enterocloster bolteae
  0.05	218	218	S	1531	                  Enterocloster clostridioformis
  0.03	125	0	S	333367	                  Enterocloster asparagiformis
  0.03	125	125	S1	518636	                    [Clostridium] asparagiforme DSM 15981
  0.15	641	0	G	3076670	                Claveliimonas
  0.15	641	641	S	3028070	                  Claveliimonas bilis
  0.15	631	21	G	33042	                Coprococcus
  0.08	352	352	S	410072	                  Coprococcus comes
