 99.92	615012	615012	U	0	unclassified
  0.08	484	0	R	1	root
  0.08	484	8	D	10239	  Viruses
  0.07	422	0	D1	2731341	    Duplodnaviria
  0.07	422	0	K	2731360	      Heunggongvirae
  0.07	422	0	P	2731618	        Uroviricota
  0.07	422	50	C	2731619	          Caudoviricetes
  0.01	58	0	C1	2788787	            unclassified Caudoviricetes
  0.00	22	22	S	2885983	              Microbacterium phage Pumpernickel
  0.00	15	15	S	1747326	              Enterococcus phage vB_EfaS_IME197
  0.00	9	9	S	1566990	              Streptococcus phage SpSL1
  0.00	6	6	S	2599890	              Streptomyces phage Gilgamesh
  0.00	4	4	S	1567014	              Clostridium phage phiCT9441A
  0.00	1	1	S	414970	              Enterobacteria phage cdtI
  0.00	1	1	S	1524882	              Sinorhizobium phage phiLM21
  0.01	48	0	C1	3044646	            Joanripponvirinae
  0.01	48	0	G	3044772	              Natevirus
  0.01	48	0	S	3060406	                Natevirus nate
  0.01	48	48	S1	2894788	                  Bacillus phage vB_BanS_Nate
  0.01	43	0	O	1978007	            Crassvirales
  0.00	25	0	F	2942966	              Suoliviridae
  0.00	9	0	F1	2942974	                Loutivirinae
  0.00	9	0	G	2942994	                  Buchavirus
  0.00	9	0	S	2955552	                    Buchavirus hominis
  0.00	9	9	S1	2772082	                      uncultured phage cr60_1
  0.00	9	8	F1	2942975	                Oafivirinae
  0.00	1	1	G	2948645	                  Burzaovirus
  0.00	7	0	F1	2942969	                Boorivirinae
  0.00	6	0	G	2942991	                  Cohcovirus
  0.00	6	0	S	2955712	                    Cohcovirus splanchnicus
  0.00	6	6	S1	2986411	                      uncultured phage cr30_1
  0.00	1	0	G	2942992	                  Culoivirus
  0.00	1	0	S	2955726	                    Culoivirus faecalis
  0.00	1	1	S1	2986412	                      uncultured phage cr149_1
  0.00	9	0	F	2942963	              Crevaviridae
  0.00	9	0	F1	2942973	                Doltivirinae
  0.00	9	0	G	2948785	                  Kingevirus
  0.00	9	0	S	2956060	                    Kingevirus communis
  0.00	9	9	S1	2986396	                      uncultured phage cr13_1
  0.00	9	0	F	2942965	              Steigviridae
  0.00	9	0	F1	2942967	                Asinivirinae
