 99.92	686394	686394	U	0	unclassified
  0.08	553	0	R	1	root
  0.08	553	5	D	10239	  Viruses
  0.07	471	0	D1	2731341	    Duplodnaviria
  0.07	471	0	K	2731360	      Heunggongvirae
  0.07	471	0	P	2731618	        Uroviricota
  0.07	471	38	C	2731619	          Caudoviricetes
  0.01	93	0	O	1978007	            Crassvirales
  0.01	56	0	F	2942965	              Steigviridae
  0.01	56	0	F1	2942967	                Asinivirinae
  0.01	56	0	G	2948793	                  Lahndsivirus
  0.01	56	0	S	2956099	                    Lahndsivirus rarus
  0.01	56	56	S1	2772071	                      uncultured phage cr111_1
  0.00	33	0	F	2942963	              Crevaviridae
  0.00	33	0	F1	2942973	                Doltivirinae
  0.00	33	0	G	2948785	                  Kingevirus
  0.00	33	0	S	2956060	                    Kingevirus communis
  0.00	33	33	S1	2986396	                      uncultured phage cr13_1
  0.00	4	0	F	2942966	              Suoliviridae
  0.00	3	3	F1	2942975	                Oafivirinae
  0.00	1	0	F1	2942969	                Boorivirinae
  0.00	1	0	G	2942991	                  Cohcovirus
  0.00	1	0	S	2955712	                    Cohcovirus splanchnicus
  0.00	1	1	S1	2986411	                      uncultured phage cr30_1
  0.01	77	0	C1	3044646	            Joanripponvirinae
  0.01	77	0	G	3044772	              Natevirus
  0.01	77	0	S	3060406	                Natevirus nate
  0.01	77	77	S1	2894788	                  Bacillus phage vB_BanS_Nate
  0.01	46	39	G	2169623	            Erskinevirus
  0.00	7	0	S	2169883	              Erskinevirus EaH2
  0.00	7	7	S1	1029988	                Erwinia phage phiEaH2
  0.00	34	0	C1	2788787	            unclassified Caudoviricetes
  0.00	18	18	S	2885983	              Microbacterium phage Pumpernickel
  0.00	5	5	S	1566990	              Streptococcus phage SpSL1
  0.00	4	4	S	1747326	              Enterococcus phage vB_EfaS_IME197
  0.00	3	3	S	2599890	              Streptomyces phage Gilgamesh
  0.00	1	1	S	10680	              Enterobacteria phage P4
  0.00	1	1	S	1775140	              Bacillus phage vB_BhaS-171
  0.00	1	1	S	1187894	              Clostridium phage PhiS63
  0.00	1	1	S	1524882	              Sinorhizobium phage phiLM21
  0.00	22	0	F	2560065	            Herelleviridae
  0.00	21	4	F1	2560070	              Bastillevirinae
  0.00	13	0	G	2842856	                Matervirus
  0.00	13	0	S	2560332	                  Matervirus mater
  0.00	13	13	S1	1540090	                    Bacillus phage Mater
  0.00	2	2	G	1985181	                Tsarbombavirus
  0.00	2	0	G	2842880	                Moonbeamvirus
  0.00	2	0	S	2560334	                  Moonbeamvirus moonbeam
  0.00	2	2	S1	1540091	                    Bacillus phage Moonbeam
  0.00	1	0	F1	2560073	              Jasinkavirinae
  0.00	1	1	G	1857844	                Pecentumvirus
  0.00	20	0	F	3044479	            Stanwilliamsviridae
  0.00	19	0	F1	3044647	              Loccivirinae
  0.00	16	0	G	3044714	                Faustvirus
  0.00	16	0	S	3059994	                  Faustvirus faust
  0.00	16	16	S1	2767565	                    Streptomyces phage Faust
  0.00	3	0	G	3044854	                Wakandavirus
  0.00	3	0	S	3060803	                  Wakandavirus wakanda
  0.00	3	3	S1	2713267	                    Streptomyces phage Wakanda
  0.00	1	0	F1	2946625	              Boydwoodruffvirinae
  0.00	1	0	G	2560220	                Samistivirus
  0.00	1	0	S	2956391	                  Samistivirus bmoc
  0.00	1	1	S1	2725629	                    Streptomyces phage Bmoc
  0.00	20	0	F	2946170	            Straboviridae
  0.00	9	0	F1	1198136	              Tevenvirinae
  0.00	9	9	G	10663	                Tequatrovirus
  0.00	4	0	G	2560244	              Tulanevirus
  0.00	4	0	S	1921531	                Tulanevirus aes508
  0.00	4	4	S1	1198013	                  Aeromonas phage Aes508
  0.00	4	0	G	2948732	              Gualtarvirus
  0.00	4	0	S	2955964	                Gualtarvirus mp1
  0.00	4	4	S1	1852628	                  Morganella phage vB_MmoM_MP1
  0.00	3	0	G	2948831	              Mylasvirus
  0.00	3	0	S	1914020	                Mylasvirus persius
  0.00	3	3	S1	115992	                  Vibrio phage nt-1
  0.00	14	0	F	2842320	            Guelinviridae
  0.00	14	14	G	2842570	              Brucesealvirus
  0.00	11	0	F	2842329	            Schitoviridae
  0.00	9	0	F1	3044643	              Demetervirinae
  0.00	9	0	G	3044697	                Cyamitesvirus
  0.00	9	0	S	3059912	                  Cyamitesvirus I16
  0.00	9	9	S1	2509728	                    Rhizobium phage RHph_I1_6
  0.00	2	0	F1	2842413	              Erskinevirinae
  0.00	2	0	G	1982576	                Johnsonvirus
  0.00	2	0	S	1982578	                  Johnsonvirus frozen
  0.00	2	2	S1	1852641	                    Erwinia phage vB_EamP_Frozen
  0.00	9	0	G	2733093	            Aurunvirus
  0.00	9	0	S	2734088	              Aurunvirus STIM5
  0.00	9	9	S1	1137745	                Cyanophage S-TIM5
  0.00	9	0	F	2946173	            Vilmaviridae
  0.00	5	0	F1	1982877	              Mclasvirinae
