 48.16	172714	172714	U	0	unclassified
 51.84	185927	4	R	1	root
 51.84	185905	110	R1	131567	  cellular organisms
 51.74	185558	1922	D	2	    Bacteria
 41.26	147975	527	D1	1783272	      Terrabacteria group
 38.12	136719	1395	P	1239	        Bacillota
 35.74	128187	46	C	186801	          Clostridia
 35.71	128067	1991	O	186802	            Eubacteriales
 30.92	110907	2886	F	186803	              Lachnospiraceae
 15.77	56544	107	G	2316020	                Mediterraneibacter
 15.35	55053	55007	S	33038	                  Mediterraneibacter gnavus
  0.01	46	46	S1	411470	                    Mediterraneibacter gnavus ATCC 29149
  0.28	1012	617	S	33039	                  [Ruminococcus] torques
  0.11	395	395	S1	657313	                    [Ruminococcus] torques L2-14
  0.10	372	0	S	46228	                  [Ruminococcus] lactaris
  0.10	372	372	S1	471875	                    [Ruminococcus] lactaris ATCC 29176
 11.80	42302	2190	G	572511	                Blautia
  8.81	31600	0	S	1322	                  Blautia hansenii
  8.81	31600	31600	S1	537007	                    Blautia hansenii DSM 20583
  1.12	4020	4020	S	1912897	                  Blautia argi
  0.27	973	50	S	40520	                  Blautia obeum
  0.13	465	465	S1	657314	                    Blautia obeum A2-162
  0.13	458	458	S1	411459	                    Blautia obeum ATCC 29174
  0.21	747	747	S	89014	                  Blautia luti
  0.20	719	0	S	418240	                  Blautia wexlerae
  0.20	719	719	S1	1121115	                    Blautia wexlerae DSM 19850
  0.20	706	706	S	2877527	                  Blautia parvula
  0.13	479	479	S	1796616	                  Blautia pseudococcoides
  0.09	335	335	S	33035	                  Blautia producta
  0.05	190	0	S	53443	                  Blautia hydrogenotrophica
  0.05	190	190	S1	476272	                    Blautia hydrogenotrophica DSM 10507
  0.04	161	0	G1	2648079	                  unclassified Blautia
  0.04	161	161	S	2479767	                    Blautia sp. SC05B48
  0.03	122	122	S	2779518	                  Blautia liquoris
  0.02	56	56	S	1532	                  Blautia coccoides
  0.00	4	4	S	1737424	                  Blautia massiliensis (ex Durand et al. 2017)
  0.38	1359	96	G	841	                Roseburia
