 99.94	407052	407052	U	0	unclassified
  0.06	227	0	R	1	root
  0.06	227	0	D	10239	  Viruses
  0.05	210	0	D1	2731341	    Duplodnaviria
  0.05	210	0	K	2731360	      Heunggongvirae
  0.05	210	0	P	2731618	        Uroviricota
  0.05	210	17	C	2731619	          Caudoviricetes
  0.01	21	0	C1	3044646	            Joanripponvirinae
  0.01	21	0	G	3044772	              Natevirus
  0.01	21	0	S	3060406	                Natevirus nate
  0.01	21	21	S1	2894788	                  Bacillus phage vB_BanS_Nate
  0.00	20	13	G	2169623	            Erskinevirus
  0.00	6	0	S	2169883	              Erskinevirus EaH2
  0.00	6	6	S1	1029988	                Erwinia phage phiEaH2
  0.00	1	0	S	2169882	              Erskinevirus asesino
  0.00	1	1	S1	1883370	                Erwinia phage vB_EamM_Asesino
  0.00	20	0	C1	2788787	            unclassified Caudoviricetes
  0.00	8	8	S	2885983	              Microbacterium phage Pumpernickel
  0.00	5	5	S	1747326	              Enterococcus phage vB_EfaS_IME197
  0.00	2	2	S	1566990	              Streptococcus phage SpSL1
  0.00	2	2	S	1524882	              Sinorhizobium phage phiLM21
  0.00	1	1	S	10680	              Enterobacteria phage P4
  0.00	1	1	S	55884	              Enterobacteria phage SfV
  0.00	1	1	S	2599890	              Streptomyces phage Gilgamesh
  0.00	13	0	F	2946170	            Straboviridae
  0.00	9	0	G	2948732	              Gualtarvirus
  0.00	9	0	S	2955964	                Gualtarvirus mp1
  0.00	9	9	S1	1852628	                  Morganella phage vB_MmoM_MP1
  0.00	2	0	F1	1198136	              Tevenvirinae
  0.00	1	1	G	10663	                Tequatrovirus
  0.00	1	0	G	1985329	                Moonvirus
  0.00	1	0	S	1985341	                  Moonvirus merlin
  0.00	1	1	S1	1675602	                    Citrobacter phage Merlin
  0.00	1	0	G	2948831	              Mylasvirus
  0.00	1	0	S	1914020	                Mylasvirus persius
  0.00	1	1	S1	115992	                  Vibrio phage nt-1
  0.00	1	0	G	2560244	              Tulanevirus
  0.00	1	0	S	1921531	                Tulanevirus aes508
  0.00	1	1	S1	1198013	                  Aeromonas phage Aes508
  0.00	9	0	O	1978007	            Crassvirales
  0.00	4	0	F	2942963	              Crevaviridae
  0.00	4	0	F1	2942973	                Doltivirinae
  0.00	4	0	G	2948785	                  Kingevirus
  0.00	4	0	S	2956060	                    Kingevirus communis
  0.00	4	4	S1	2986396	                      uncultured phage cr13_1
  0.00	4	0	F	2942966	              Suoliviridae
  0.00	3	0	F1	2942969	                Boorivirinae
  0.00	3	0	G	2942991	                  Cohcovirus
  0.00	3	0	S	2955712	                    Cohcovirus splanchnicus
  0.00	3	3	S1	2986411	                      uncultured phage cr30_1
  0.00	1	1	F1	2942975	                Oafivirinae
  0.00	1	0	F	2942965	              Steigviridae
  0.00	1	0	F1	2942967	                Asinivirinae
  0.00	1	0	G	2948793	                  Lahndsivirus
