# Constructed from biom file
#OTU ID	DNA.profile
k__Archaea;p__Euryarchaeota;g__Methanobrevibacter;s__Methanobrevibacter smithii;x__unknown;y__unknown;z__unknown	0.002783
k__Bacteria;p__Actinobacteria;g__Actinomyces;s__unknown;x__unknown;y__unknown;z__HMSC035G02	0.000141
k__Bacteria;p__Actinobacteria;g__Adlercreutzia;s__Adlercreutzia equolifaciens;x__unknown;y__unknown;z__Adlercreutzia equolifaciens DSM 19450	0.000891
k__Bacteria;p__Actinobacteria;g__Asaccharobacter;s__Asaccharobacter celatus;x__unknown;y__unknown;z__unknown	0.001609
k__Bacteria;p__Actinobacteria;g__Bifidobacterium;s__Bifidobacterium bifidum;x__unknown;y__unknown;z__Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	0.001455
k__Bacteria;p__Actinobacteria;g__Bifidobacterium;s__Bifidobacterium bifidum;x__unknown;y__unknown;z__Bifidobacterium bifidum PRL2010	0.000469
k__Bacteria;p__Actinobacteria;g__Bifidobacterium;s__Bifidobacterium longum;x__unknown;y__unknown;z__unknown	0.001512
k__Bacteria;p__Actinobacteria;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum;x__unknown;y__unknown;z__Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	0.002291
k__Bacteria;p__Actinobacteria;g__Collinsella;s__Collinsella intestinalis;x__unknown;y__unknown;z__Collinsella intestinalis DSM 13280	0.000371
k__Bacteria;p__Actinobacteria;g__Collinsella;s__uncultured Collinsella sp.;x__unknown;y__unknown;z__unknown	0.003373
k__Bacteria;p__Actinobacteria;g__Collinsella;s__unknown;x__unknown;y__unknown;z__AM34-10	0.001738
k__Bacteria;p__Actinobacteria;g__Collinsella;s__unknown;x__unknown;y__unknown;z__TF05-9AC	0.001762
k__Bacteria;p__Actinobacteria;g__Cryptobacterium;s__unknown;x__unknown;y__unknown;z__CAG:338	0.000113
k__Bacteria;p__Actinobacteria;g__Eggerthella;s__Eggerthella lenta;x__unknown;y__unknown;z__Eggerthella lenta DSM 2243	0.000537
k__Bacteria;p__Actinobacteria;g__Eggerthella;s__uncultured Eggerthella sp.;x__unknown;y__unknown;z__unknown	0.000266
k__Bacteria;p__Actinobacteria;g__Eggerthella;s__unknown;x__unknown;y__unknown;z__CAG:298	0.000620
k__Bacteria;p__Actinobacteria;g__Enorma;s__Enorma massiliensis;x__unknown;y__unknown;z__Enorma massiliensis phI	0.000387
k__Bacteria;p__Actinobacteria;g__Gordonibacter;s__Gordonibacter pamelaeae;x__unknown;y__unknown;z__Gordonibacter pamelaeae 7-10-1-b	0.000274
k__Bacteria;p__Actinobacteria;g__unknown;s__Coriobacteriia bacterium;x__unknown;y__unknown;z__unknown	0.000241
k__Bacteria;p__Actinobacteria;g__unknown;s__uncultured Coriobacteriaceae bacterium;x__unknown;y__unknown;z__unknown	0.000490
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes communis;x__unknown;y__unknown;z__unknown	0.001568
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes finegoldii;x__unknown;y__unknown;z__Alistipes finegoldii DSM 17242	0.001281
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes ihumii;x__unknown;y__unknown;z__Alistipes ihumii AP11	0.001075
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes indistinctus;x__unknown;y__unknown;z__Alistipes indistinctus YIT 12060	0.000122
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes onderdonkii;x__Alistipes onderdonkii subsp. vulgaris;y__unknown;z__unknown	0.002593
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes onderdonkii;x__unknown;y__unknown;z__Alistipes onderdonkii WAL 8169 = DSM 19147	0.001246
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes putredinis;x__unknown;y__unknown;z__Alistipes putredinis DSM 17216	0.007202
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes shahii;x__unknown;y__unknown;z__Alistipes shahii WAL 8301	0.008369
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__Alistipes timonensis;x__unknown;y__unknown;z__Alistipes timonensis JC136	0.000325
k__Bacteria;p__Bacteroidetes;g__Alistipes;s__uncultured Alistipes sp.;x__unknown;y__unknown;z__unknown	0.000834
k__Bacteria;p__Bacteroidetes;g__Bacteroides;s__Bacteroides caccae CAG:21;x__unknown;y__unknown;z__unknown	0.001710
k__Bacteria;p__Bacteroidetes;g__Bacteroides;s__Bacteroides cellulosilyticus CAG:158;x__unknown;y__unknown;z__unknown	0.003885
k__Bacteria;p__Bacteroidetes;g__Bacteroides;s__Bacteroides cellulosilyticus;x__unknown;y__unknown;z__Bacteroides cellulosilyticus DSM 14838	0.003830
